,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
pv,121.3556922,91.11262959,121.633704,100.2721508,126.1080591,104.9923892,79.78949188,122.0969403,114.3863797,106.5330983,121.8648036,103.8214575,89.25604962,101.0880938,108.7311531,103.699086,105.7266002,125.7030207,95.53051628,101.7285199,112.3913795,100.2029772,105.0073101,106.6819614,108.2369293,113.9850449,80.30781842,95.31411539,102.6598573,103.1648784,98.97318227,102.0011136,107.3716882,103.3118084,101.8060197,104.570888,108.2680866,106.0358722,102.0383682,104.0190469,104.925029,108.6859979,112.3508916,124.8998715,91.49537927,96.93674336,98.51276117,101.7261489,101.7431721,108.4978762,100.6534458,99.33689701,101.8872092,101.2320845,105.7190284,104.478571,103.0367271,102.1104429,102.2628772,104.2823662,109.1086862,100.2944104,103.1427695,103.8076922,102.5204638,103.2445414,102.2641405,104.6054491,102.3819457,99.49265681,105.7593918,102.1945268,103.473494,104.8652928,104.6231612,104.2050843,101.3297041,104.2626115,110.718955,104.8983978,104.1523021,106.1590283,105.956207,105.6819844,106.8110272,103.7724307,104.5099109,105.3357397,105.7165609,106.0057236,106.816482,107.5555573,111.7323655,113.0188566,119.7215136,125.1724415,82.13060181,88.51167796,92.459354,97.51618022,98.77510988,100.0424006,101.3203856,101.5591601,102.9830168,98.99469997,100.9373506,99.62931291,99.81680112,99.67895423,99.44431323,100.5883502,102.1734238,101.3780959,103.4388641,101.9142241,98.55071141,101.8837468,101.805824,102.39211,101.9911392,101.3321384,103.7846575,100.8022408,101.8014273,101.428021,101.8104492,101.1398317,102.3233673,103.8221756,105.234062,100.9009324,100.6376486,102.6365336,100.2602302,102.8815861,102.522571,102.2221399,101.9002467,103.3495091,101.6435584,100.6098524,100.8499581,101.0762675,101.0669117,101.1458187,100.5771035,98.32360959,109.3571579,104.7468833,103.7894555,101.1831131,101.9790634,102.4912772,102.0491947,103.8608037,102.8626031,102.387746,105.6807362,103.4794095,103.3043099,101.8455637,102.4359229,102.891103,102.3474129,109.9308878,103.3107021,104.0183485,102.9781805,104.1382132,99.83497777,103.3384492,102.3557854,103.2844297,102.5746924,103.5520567,103.4710551,102.7331053,102.6917006,101.6360467,103.3357877,102.1939254,101.9816397,103.707281,103.2071023,102.0823749,103.0077155,102.0713888,102.1856958,103.2183773,102.7747508,101.6454267,103.6603193,102.983117,103.9539939,102.9129207,104.2017925,106.174797,107.8818496,119.1586706,122.37885,101.4294406,101.8554913,100.3662781,101.1564317,101.0025861,101.7633597,102.715092,101.8605553,101.5847503,102.0344115,102.4376595,102.8088191,103.6524351,102.9347211,101.9756143,102.4747384,104.3192006,102.1622689,101.548642,100.7607081,102.6750494,102.0271134,102.8280149,101.5495,102.2353878,101.3377786,102.5248294,102.5968732,102.3691134,102.6363607,100.7249748,101.9876001,102.2014226,102.2768713,102.1242468,101.6460356,103.5613399,101.5954869,103.1221367,102.9013221,102.6948338,102.0145716,102.0177065,101.6704859,102.3133426,101.5510169,103.0447579,102.2233032,102.5098154,102.3481665,102.4161563,109.5231645,103.9080464,102.8261729,102.290736,103.1548876,102.6412111,102.4810371,103.0261543,102.6503928,102.9125971,103.4741747,101.5546787,102.837424,102.1883786,102.7581794,102.2679338,101.5845743,100.6306957,103.7527251,102.4849474,102.7406125,101.9005664,102.144613,102.3677542,102.2569546,102.2538193,103.4049663,103.2589813,103.1176863,102.9031629,102.7425346,102.5736789,102.2966875,102.132519,102.3921571,103.4779808,101.4879967,101.5458418,102.9126815
time,0.006981611,0.005983591,0.007978916,0.006981134,0.008975983,0.009973288,0.007978678,0.009973288,0.013962746,0.006033421,0.015621185,0.015621901,0.015621185,0.015621424,0.015621424,0.031241894,0.015621662,0.031242371,0.015621424,0.031242609,0.031242847,0.031242847,0.031244278,0.043878317,0.034906626,0.034906626,0.040891171,0.040890455,0.048869371,0.033176899,0.04810977,0.046863794,0.046864033,0.046863794,0.079360008,0.054852247,0.054197073,0.046864271,0.078106403,0.046864033,0.078106642,0.06248498,0.062485695,0.083791494,0.06549263,0.079145193,0.079263687,0.078106403,0.078106165,0.093727827,0.095496893,0.09372735,0.109351397,0.09372592,0.109349012,0.114410639,0.109348774,0.124970436,0.109349251,0.124970198,0.124970198,0.13511157,0.125529051,0.141654491,0.14059186,0.156212807,0.14059186,0.156213284,0.156212568,0.188492775,0.171834707,0.624853373,0.165447474,0.205757141,0.191615105,0.171834707,0.188753605,0.19948554,0.182159662,0.203077078,0.187455654,0.218698263,0.204375267,0.220066309,0.234319687,0.234319925,0.234319448,0.235353947,0.236212969,0.249942064,0.265563011,0.267638206,0.249940872,0.281183481,0.267748356,0.297846556,0.276137352,0.296805382,0.305214882,0.312427282,0.313461542,0.314208508,0.344773769,0.329190969,0.330271959,0.32909894,0.343668699,0.362546682,0.372906446,0.374911547,0.393005133,0.378109217,0.396578789,0.390533209,0.393040895,0.408375025,0.437396526,0.438441277,0.437396288,0.437397003,0.439657211,0.468640566,0.454085588,1.011377811,0.470523357,0.516540527,0.515503883,0.502121687,0.485008001,0.51654315,0.515505075,0.552872658,0.554199219,0.552233458,0.564754725,0.562367201,0.56953001,0.581303358,0.580077648,0.610272646,0.616448879,0.617951632,0.64173317,0.625894547,0.635964632,0.634824991,0.650407553,0.688398361,0.694224596,1.225666046,0.709914923,0.707843542,0.657127619,0.671716213,0.692717075,0.717811823,0.704232693,0.724556923,0.722791195,0.743735552,0.734201193,0.740296841,0.754971504,0.78352952,0.796685696,0.798949957,0.814403296,0.999016047,0.807771206,0.83259511,1.355253696,0.860216618,0.860917568,0.901955843,0.879257679,0.923480988,0.89217639,0.922714233,0.91019702,0.96224308,0.970798969,0.969656944,1.136716366,0.989273071,0.99292922,1.002898216,1.527326822,1.048488617,1.040738583,1.064654112,1.091037989,1.079938173,1.053990841,1.074113607,1.081221819,1.099923849,1.111778021,1.26921463,1.138302565,1.137928724,1.84687376,1.302333593,1.272635937,1.207079887,1.317437649,1.263409138,1.33475852,1.314349174,1.676973581,1.726353407,1.894277811,2.053071737,1.437362671,1.392033815,1.343919992,1.404747248,1.468941212,1.427953243,1.459641695,1.418800354,1.424365282,1.518236637,2.113270283,1.548274994,1.558813095,1.485570192,1.463077784,1.583118916,1.533059597,1.658771038,1.588837862,1.590960264,2.082573175,1.619624853,1.603580952,1.673609495,1.717660666,1.724579573,1.663558245,2.070549488,1.730987549,3.694152355,1.776738644,1.897583246,1.921671867,1.782982349,1.917011976,1.910123348,2.515647888,1.95138073,1.850479603,2.205002785,1.890043497,1.991964102,1.936318398,1.972778559,2.464033365,2.065585613,2.038240671,2.020402908,2.10192728,1.990372896,2.087501287,2.006400585,2.756364107,2.149880171,2.005495071,2.051822901,2.068174839,2.092330456,2.312220573,2.779830694,2.220175266,2.197458744,2.211953878,2.20974493,2.350530863,2.374008656,2.800023556,2.327466249,2.19918704,2.45121479,2.386635065,2.418116808,3.031483889,2.527612925,2.577050924,2.524325132,2.554112673,2.548478842,2.924827337
