,Type,Expiry,Strike,PV,Bid,Mid,Ask,Diff,BadDiff
41,call,24/01/2020,1180,302.3349439,301.1,303.2,305.3,0.865056103,0
42,call,24/01/2020,1185,297.3360879,296.1,298.2,300.3,0.863912097,0
43,call,24/01/2020,1190,292.3372319,291.1,293.2,295.3,0.862768091,0
44,call,24/01/2020,1195,287.3383759,286.1,288.2,290.3,0.861624086,0
45,call,24/01/2020,1200,282.3395199,280.9,283.4,285.9,1.06048008,0
46,call,24/01/2020,1205,277.3406639,275.9,278.4,280.9,1.059336075,0
47,call,24/01/2020,1210,272.3418079,270.9,273.4,275.9,1.058192069,0
48,call,24/01/2020,1215,267.3429519,265.9,268.4,270.9,1.057048063,0
49,call,24/01/2020,1217.5,264.8435239,263.4,265.9,268.4,1.05647606,0
50,call,24/01/2020,1220,262.3440959,260.9,263.4,265.9,1.055904057,0
51,call,24/01/2020,1222.5,259.8446679,258.4,260.9,263.4,1.055332054,0
52,call,24/01/2020,1225,257.3452399,255.9,258.4,260.9,1.054760051,0
53,call,24/01/2020,1227.5,254.845812,253.4,255.9,258.4,1.054188048,0
54,call,24/01/2020,1230,252.346384,250.9,253.4,255.9,1.053616044,0
55,call,24/01/2020,1232.5,249.846956,248.4,250.9,253.4,1.053044041,0
56,call,24/01/2020,1235,247.347528,245.9,248.3,250.7,0.952472038,0
57,call,24/01/2020,1237.5,244.8481,243.2,245.7,248.2,0.851900031,0
58,call,24/01/2020,1240,242.348672,240.7,243.2,245.7,0.851328024,0
59,call,24/01/2020,1242.5,239.849244,238.2,240.7,243.2,0.850756017,0
60,call,24/01/2020,1245,237.349816,235.7,238.2,240.7,0.85018401,0
61,call,24/01/2020,1247.5,234.850388,233.2,235.7,238.2,0.849612003,0
62,call,24/01/2020,1250,232.35096,230.7,233.2,235.7,0.849039995,0
63,call,24/01/2020,1252.5,229.851532,228.2,230.7,233.2,0.848467988,0
64,call,24/01/2020,1255,227.352104,225.7,228.2,230.7,0.847895981,0
65,call,24/01/2020,1257.5,224.852676,223.2,225.7,228.2,0.847323974,0
66,call,24/01/2020,1260,222.3532481,220.7,223.2,225.7,0.846751914,0
67,call,24/01/2020,1262.5,219.8538201,218.4,220.8,223.2,0.94617985,0
68,call,24/01/2020,1265,217.3543922,215.9,218.3,220.7,0.945607787,0
69,call,24/01/2020,1267.5,214.8549643,213.4,215.8,218.2,0.945035723,0
70,call,24/01/2020,1270,212.3555363,210.9,213.3,215.7,0.94446366,0
71,call,24/01/2020,1272.5,209.8561084,208.4,210.8,213.2,0.943891596,0
72,call,24/01/2020,1275,207.3566805,205.9,208.3,210.7,0.943319533,0
73,call,24/01/2020,1277.5,204.8572525,203.4,205.8,208.2,0.942747469,0
74,call,24/01/2020,1280,202.3578246,200.9,203.3,205.7,0.942175406,0
75,call,24/01/2020,1282.5,199.8583973,198.2,200.65,203.1,0.791602699,0
76,call,24/01/2020,1285,197.35897,195.9,198.25,200.6,0.891029959,0
77,call,24/01/2020,1287.5,194.8595428,193.4,195.75,198.1,0.890457218,0
78,call,24/01/2020,1290,192.3601155,190.9,193.25,195.6,0.889884478,0
79,call,24/01/2020,1292.5,189.8606883,188.4,190.75,193.1,0.889311738,0
80,call,24/01/2020,1295,187.361261,185.9,188.3,190.7,0.938738997,0
81,call,24/01/2020,1297.5,184.8618337,183.4,185.75,188.1,0.888166257,0
82,call,24/01/2020,1300,182.3624065,180.9,183.25,185.6,0.887593516,0
83,call,24/01/2020,1302.5,179.8629792,178.4,180.8,183.2,0.937020776,0
84,call,24/01/2020,1305,177.3635588,175.9,178.3,180.7,0.936441159,0
85,call,24/01/2020,1307.5,174.8641387,173.4,175.75,178.1,0.885861305,0
86,call,24/01/2020,1310,172.3647185,170.9,173.3,175.7,0.93528145,0
87,call,24/01/2020,1312.5,169.8652984,168.2,170.65,173.1,0.784701596,0
88,call,24/01/2020,1315,167.3658783,165.7,168.15,170.6,0.784121742,0
89,call,24/01/2020,1317.5,164.8664581,163.2,165.65,168.1,0.783541888,0
90,call,24/01/2020,1320,162.367038,160.7,163.15,165.6,0.782962034,0
91,call,24/01/2020,1322.5,159.8676178,158.2,160.65,163.1,0.78238218,0
92,call,24/01/2020,1325,157.3681977,155.7,158.15,160.6,0.781802326,0
93,call,24/01/2020,1327.5,154.8688411,153.2,155.65,158.1,0.781158933,0
94,call,24/01/2020,1330,152.3694855,150.7,153.15,155.6,0.780514463,0
95,call,24/01/2020,1332.5,149.87013,148.2,150.65,153.1,0.779869993,0
