,Type,Expiry,Strike,PV,Bid,Mid,Ask,Diff,BadDiff
283,put,2020-01-31,1100.0,2.5408677454000275e-11,0.0,0.2,0.4,0.19999999997459134,0
284,put,2020-01-31,1105.0,8.154651200425592e-11,0.0,0.2,0.4,0.1999999999184535,0
285,put,2020-01-31,1110.0,1.428118916653334e-10,0.0,0.2,0.4,0.1999999998571881,0
286,put,2020-01-31,1115.0,2.0407855255254434e-10,0.0,0.2,0.4,0.19999999979592145,0
287,put,2020-01-31,1120.0,2.653498521226437e-10,0.0,0.2,0.4,0.19999999973465016,0
288,put,2020-01-31,1125.0,5.695793549015636e-10,0.0,0.2,0.4,0.19999999943042066,0
289,put,2020-01-31,1130.0,1.2138890883090637e-09,0.0,0.2,0.4,0.1999999987861109,0
290,put,2020-01-31,1135.0,1.8582079569891035e-09,0.0,0.2,0.4,0.19999999814179206,0
291,put,2020-01-31,1140.0,2.502554088666789e-09,0.0,0.2,0.4,0.19999999749744593,0
292,put,2020-01-31,1145.0,3.1470193828335062e-09,0.0,0.2,0.4,0.19999999685298062,0
293,put,2020-01-31,1150.0,8.89863253840111e-09,0.0,0.2,0.4,0.19999999110136749,0
294,put,2020-01-31,1155.0,1.506417356316866e-08,0.0,0.2,0.4,0.19999998493582644,0
295,put,2020-01-31,1160.0,2.122987089234332e-08,0.0,0.2,0.4,0.19999997877012912,0
296,put,2020-01-31,1165.0,2.7396175925560034e-08,0.0,0.2,0.4,0.19999997260382407,0
297,put,2020-01-31,1170.0,5.409910880029725e-08,0.0,0.2,0.4,0.1999999459008912,0
298,put,2020-01-31,1175.0,1.0765166123149698e-07,0.0,0.175,0.35,0.17499989234833876,0
299,put,2020-01-31,1180.0,1.6120512107577883e-07,0.0,0.2,0.4,0.19999983879487893,0
300,put,2020-01-31,1185.0,2.1476139317414e-07,0.0,0.075,0.15,0.07499978523860683,0
301,put,2020-01-31,1190.0,2.68331572654091e-07,0.0,0.2,0.4,0.19999973166842736,0
302,put,2020-01-31,1195.0,6.679342712813767e-07,0.0,0.2,0.4,0.19999933206572873,0
303,put,2020-01-31,1200.0,1.0889613578655916e-06,0.0,0.2,0.4,0.19999891103864215,0
304,put,2020-01-31,1205.0,1.510001866433448e-06,0.0,0.2,0.4,0.19999848999813358,0
305,put,2020-01-31,1210.0,1.931095719040847e-06,0.0,0.2,0.4,0.19999806890428096,0
306,put,2020-01-31,1215.0,3.5067256587345922e-06,0.0,0.2,0.4,0.19999649327434127,0
307,put,2020-01-31,1220.0,6.493038299382854e-06,0.0,0.2,0.4,0.19999350696170062,0
308,put,2020-01-31,1225.0,9.47941380778299e-06,0.0,0.2,0.4,0.19999052058619224,0
309,put,2020-01-31,1230.0,1.2465989639884371e-05,0.0,0.2,0.4,0.19998753401036012,0
310,put,2020-01-31,1235.0,1.5453636777033317e-05,0.0,0.2,0.4,0.19998454636322296,0
311,put,2020-01-31,1240.0,3.382406630884598e-05,0.0,0.2,0.4,0.19996617593369118,0
312,put,2020-01-31,1245.0,5.2862829342696416e-05,0.0,0.2,0.4,0.19994713717065732,0
313,put,2020-01-31,1247.5,6.238243948172578e-05,0.0,0.2,0.4,0.19993761756051828,0
314,put,2020-01-31,1250.0,7.190235534543465e-05,0.0,0.175,0.35,0.17492809764465456,0
315,put,2020-01-31,1252.5,8.14229094932531e-05,0.0,0.2,0.4,0.19991857709050675,0
316,put,2020-01-31,1255.0,9.094502540189487e-05,0.0,0.2,0.4,0.19990905497459813,0
317,put,2020-01-31,1257.5,0.00010047179568443293,0.0,0.2,0.4,0.19989952820431559,0
318,put,2020-01-31,1260.0,0.00015180149523154676,0.0,0.2,0.4,0.19984819850476845,0
319,put,2020-01-31,1262.5,0.00020611343443321774,0.0,0.2,0.4,0.1997938865655668,0
320,put,2020-01-31,1265.0,0.00026042570716432596,0.0,0.2,0.4,0.19973957429283568,0
321,put,2020-01-31,1267.5,0.00031473871542165666,0.0,0.2,0.4,0.19968526128457836,0
322,put,2020-01-31,1270.0,0.0003690529829645866,0.0,0.2,0.4,0.19963094701703543,0
323,put,2020-01-31,1272.5,0.00042336920579635293,0.0,0.2,0.4,0.19957663079420365,0
324,put,2020-01-31,1275.0,0.00047768954127002896,0.0,0.2,0.4,0.19952231045872998,0
325,put,2020-01-31,1277.5,0.0005320201897255014,0.0,0.2,0.4,0.1994679798102745,0
326,put,2020-01-31,1280.0,0.0005863848614710842,0.0,0.2,0.4,0.19941361513852893,0
327,put,2020-01-31,1282.5,0.0008512654085570552,0.0,0.2,0.4,0.19914873459144294,0
328,put,2020-01-31,1285.0,0.0011272107643708884,0.0,0.2,0.4,0.19887278923562912,0
329,put,2020-01-31,1287.5,0.0014031576925006442,0.0,0.2,0.4,0.19859684230749935,0
330,put,2020-01-31,1290.0,0.0016791100625140377,0.0,0.2,0.4,0.19832088993748598,0
331,put,2020-01-31,1292.5,0.0019550684855962307,0.05,0.225,0.4,0.22304493151440377,-0.04804493151440377
332,put,2020-01-31,1295.0,0.0022310392811770788,0.0,0.2,0.4,0.19776896071882294,0
333,put,2020-01-31,1297.5,0.0025070344779397086,0.0,0.2,0.4,0.1974929655220603,0
334,put,2020-01-31,1300.0,0.0027830899844377564,0.0,0.2,0.4,0.19721691001556224,0
335,put,2020-01-31,1302.5,0.00305936073991561,0.0,0.2,0.4,0.1969406392600844,0
336,put,2020-01-31,1305.0,0.004268660384150945,0.0,0.2,0.4,0.19573133961584907,0
337,put,2020-01-31,1307.5,0.005510079875380004,0.0,0.2,0.4,0.19448992012462002,0
338,put,2020-01-31,1310.0,0.006751515461116383,0.0,0.2,0.4,0.19324848453888363,0
339,put,2020-01-31,1312.5,0.007992975476305687,0.0,0.2,0.4,0.19200702452369434,0
340,put,2020-01-31,1315.0,0.009234470355875383,0.0,0.225,0.45,0.21576552964412463,0
341,put,2020-01-31,1317.5,0.010476029486950162,0.0,0.225,0.45,0.21452397051304983,0
342,put,2020-01-31,1320.0,0.011717714780975405,0.0,0.225,0.45,0.2132822852190246,0
343,put,2020-01-31,1322.5,0.012959719842548614,0.0,0.225,0.45,0.21204028015745138,0
344,put,2020-01-31,1325.0,0.014202909370263344,0.0,0.225,0.45,0.21079709062973667,0
345,put,2020-01-31,1327.5,0.019055274333505623,0.0,0.225,0.45,0.20594472566649438,0
346,put,2020-01-31,1330.0,0.023968676981185415,0.05,0.25,0.45,0.2260313230188146,-0.026031323018814587
347,put,2020-01-31,1332.5,0.02888219021032291,0.0,0.225,0.45,0.1961178097896771,0
348,put,2020-01-31,1335.0,0.03379580018240666,0.0,0.225,0.45,0.19120419981759335,0
349,put,2020-01-31,1337.5,0.03870958960674599,0.0,0.225,0.45,0.186290410393254,0
350,put,2020-01-31,1340.0,0.04362367550210258,0.0,0.2,0.4,0.15637632449789743,0
351,put,2020-01-31,1342.5,0.04853836336848152,0.0,0.225,0.45,0.17646163663151848,0
352,put,2020-01-31,1345.0,0.053454525494317215,0.0,0.225,0.45,0.1715454745056828,0
353,put,2020-01-31,1347.5,0.05837655316400277,0.0,0.225,0.45,0.16662344683599722,0
354,put,2020-01-31,1350.0,0.07536188159174015,0.0,0.225,0.45,0.14963811840825986,0
355,put,2020-01-31,1352.5,0.09234736787506952,0.0,0.25,0.5,0.15765263212493047,0
356,put,2020-01-31,1355.0,0.10933332202636242,0.0,0.25,0.5,0.14066667797363758,0
357,put,2020-01-31,1357.5,0.12631967919346135,0.0,0.25,0.5,0.12368032080653865,0
358,put,2020-01-31,1360.0,0.1433068506277602,0.05,0.275,0.5,0.13169314937223983,0
359,put,2020-01-31,1362.5,0.16029526576971645,0.0,0.225,0.45,0.06470473423028356,0
360,put,2020-01-31,1365.0,0.1772861979046971,0.0,0.25,0.5,0.0727138020953029,0
361,put,2020-01-31,1367.5,0.19428319216137838,0.0,0.275,0.55,0.08071680783862165,0
362,put,2020-01-31,1370.0,0.21186682073807647,0.0,0.275,0.55,0.06313317926192355,0
363,put,2020-01-31,1372.5,0.2627481194448331,0.0,0.275,0.55,0.012251880555166905,0
364,put,2020-01-31,1375.0,0.3136300889811153,0.0,0.3,0.6,0.013630088981115285,0
365,put,2020-01-31,1377.5,0.36451352455679703,0.0,0.3,0.6,0.06451352455679704,0
366,put,2020-01-31,1380.0,0.41539873028518126,0.0,0.325,0.65,0.09039873028518125,0
367,put,2020-01-31,1382.5,0.4662869975384094,0.0,0.325,0.65,0.1412869975384094,0
368,put,2020-01-31,1385.0,0.5171801760035368,0.2,0.42500000000000004,0.65,0.09218017600353678,0
369,put,2020-01-31,1387.5,0.5680823650398203,0.15,0.45,0.75,0.11808236503982034,0
370,put,2020-01-31,1390.0,0.61900642203959,0.2,0.475,0.75,0.14400642203959002,0
371,put,2020-01-31,1392.5,0.672671777844806,0.3,0.55,0.8,0.12267177784480598,0
372,put,2020-01-31,1395.0,0.8036846062949015,0.35,0.6499999999999999,0.95,0.15368460629490155,0
373,put,2020-01-31,1397.5,0.934700106547115,0.5,0.75,1.0,0.184700106547115,0
374,put,2020-01-31,1400.0,1.065719810515379,0.55,0.775,1.0,0.2907198105153789,0.0657198105153789
375,put,2020-01-31,1402.5,1.1967468922081501,0.65,0.875,1.1,0.3217468922081501,0.09674689220815003
376,put,2020-01-31,1405.0,1.3277838454880164,0.65,0.875,1.1,0.4527838454880164,0.22778384548801633
377,put,2020-01-31,1407.5,1.4588372916430943,0.75,0.975,1.2,0.4838372916430943,0.2588372916430943
378,put,2020-01-31,1410.0,1.5899214024330208,0.9,1.15,1.4,0.4399214024330209,0.1899214024330209
379,put,2020-01-31,1412.5,1.72107776432522,1.05,1.25,1.45,0.47107776432521997,0.27107776432522
380,put,2020-01-31,1415.0,1.8610642856037345,1.1,1.375,1.65,0.4860642856037345,0.21106428560373458
381,put,2020-01-31,1417.5,2.1642884752831635,1.25,1.5,1.75,0.6642884752831635,0.4142884752831635
382,put,2020-01-31,1420.0,2.4675216455339632,1.4,1.65,1.9,0.8175216455339633,0.5675216455339633
383,put,2020-01-31,1422.5,2.7707710621309216,1.6,1.85,2.1,0.9207710621309215,0.6707710621309215
384,put,2020-01-31,1425.0,3.074040232468474,1.8,2.05,2.3,1.024040232468474,0.7740402324684741
385,put,2020-01-31,1427.5,3.3773425226326235,1.95,2.25,2.55,1.1273425226326235,0.8273425226326236
386,put,2020-01-31,1430.0,3.680696941941631,2.15,2.4749999999999996,2.8,1.2056969419416315,0.8806969419416313
387,put,2020-01-31,1432.5,3.9841436853910324,2.45,2.825,3.2,1.1591436853910322,0.7841436853910322
388,put,2020-01-31,1435.0,4.287805219362975,2.75,3.075,3.4,1.2128052193629753,0.8878052193629755
389,put,2020-01-31,1437.5,4.613000990175937,3.0,3.4,3.8,1.2130009901759373,0.8130009901759374
390,put,2020-01-31,1440.0,5.230296088440104,3.5,3.85,4.2,1.380296088440104,1.030296088440104
391,put,2020-01-31,1442.5,5.847625676700545,3.8,4.199999999999999,4.6,1.647625676700546,1.2476256767005456
392,put,2020-01-31,1445.0,6.464998781880424,4.3,4.65,5.0,1.8149987818804236,1.464998781880424
393,put,2020-01-31,1447.5,7.0824333196998515,4.8,5.15,5.5,1.932433319699851,1.5824333196998515
394,put,2020-01-31,1450.0,7.699956860401821,5.3,5.65,6.0,2.049956860401821,1.6999568604018211
395,put,2020-01-31,1452.5,8.317623000420944,5.8,6.199999999999999,6.6,2.117623000420945,1.7176230004209447
396,put,2020-01-31,1455.0,8.93554418244622,6.6,6.949999999999999,7.3,1.9855441824462208,1.6355441824462202
397,put,2020-01-31,1457.5,9.554015126522973,7.3,7.6,7.9,1.9540151265229735,1.6540151265229728
398,put,2020-01-31,1460.0,10.210683300865767,8.0,8.4,8.8,1.810683300865767,1.4106833008657667
399,put,2020-01-31,1462.5,11.270962896030127,8.8,9.15,9.5,2.120962896030127,1.7709628960301274
400,put,2020-01-31,1465.0,12.331339442504959,9.7,10.05,10.4,2.281339442504958,1.9313394425049584
401,put,2020-01-31,1467.5,13.39181383963122,10.2,10.7,11.2,2.6918138396312212,2.1918138396312212
402,put,2020-01-31,1470.0,14.45244671954789,11.2,11.75,12.3,2.70244671954789,2.152446719547889
403,put,2020-01-31,1472.5,15.513297457860618,12.3,12.8,13.3,2.7132974578606177,2.2132974578606177
404,put,2020-01-31,1475.0,16.57447654640806,13.3,13.9,14.5,2.6744765464080604,2.074476546408061
405,put,2020-01-31,1477.5,17.63623615841863,14.7,15.25,15.8,2.3862361584186296,1.8362361584186289
406,put,2020-01-31,1480.0,18.699167810424353,15.7,16.299999999999997,16.9,2.3991678104243555,1.799167810424354
407,put,2020-01-31,1482.5,19.81167755686813,17.1,17.65,18.2,2.1616775568681312,1.6116775568681305
408,put,2020-01-31,1485.0,21.345641742627077,16.8,19.200000000000003,21.6,2.145641742627074,0
409,put,2020-01-31,1487.5,22.879789263556532,18.2,20.6,23.0,2.2797892635565304,0
410,put,2020-01-31,1490.0,24.414163937662195,21.0,21.75,22.5,2.6641639376621953,1.9141639376621953
411,put,2020-01-31,1492.5,25.948835750782443,22.5,23.4,24.3,2.5488357507824446,1.6488357507824425
412,put,2020-01-31,1495.0,27.483931368639304,22.9,25.15,27.4,2.3339313686393055,0.0839313686393055
413,put,2020-01-31,1497.5,29.019627875350164,24.7,27.0,29.3,2.0196278753501637,0
414,put,2020-01-31,1500.0,30.556346258625744,27.6,28.35,29.1,2.206346258625743,1.456346258625743
415,put,2020-01-31,1502.5,32.094948447543366,28.8,30.35,31.9,1.744948447543365,0.19494844754336782
416,put,2020-01-31,1505.0,33.679076704104304,29.8,32.1,34.4,1.5790767041043026,0
417,put,2020-01-31,1507.5,35.57975502445261,31.7,33.9,36.1,1.6797550244526107,0
418,put,2020-01-31,1510.0,37.48072970392519,34.3,35.349999999999994,36.4,2.130729703925198,1.0807297039251935
419,put,2020-01-31,1512.5,39.38210402591434,35.3,37.7,40.1,1.6821040259143345,0
420,put,2020-01-31,1515.0,41.28400232847594,38.4,39.4,40.4,1.884002328475944,0.884002328475944
421,put,2020-01-31,1517.5,43.18655218156487,40.1,41.2,42.3,1.9865521815648677,0.8865521815648734
422,put,2020-01-31,1520.0,45.090095389330266,41.3,43.599999999999994,45.9,1.4900953893302713,0
423,put,2020-01-31,1522.5,46.995109675872285,43.3,45.55,47.8,1.4451096758722883,0
424,put,2020-01-31,1525.0,48.902626600032626,45.8,47.849999999999994,49.9,1.0526266000326316,0
425,put,2020-01-31,1527.5,50.847781768266834,47.4,49.75,52.1,1.0977817682668345,0
426,put,2020-01-31,1530.0,53.00889564605917,49.9,52.25,54.6,0.7588956460591731,0
427,put,2020-01-31,1532.5,55.17045757427354,52.3,54.349999999999994,56.4,0.8204575742735472,0
428,put,2020-01-31,1535.0,57.33254384149444,54.5,56.55,58.6,0.7825438414944443,0
429,put,2020-01-31,1537.5,59.49533952247897,56.3,58.599999999999994,60.9,0.8953395224789773,0
430,put,2020-01-31,1540.0,61.65909646196935,58.8,61.099999999999994,63.4,0.5590964619693537,0
431,put,2020-01-31,1542.5,63.82411244633391,61.0,63.45,65.9,0.3741124463339105,0
432,put,2020-01-31,1545.0,65.9908309180568,63.5,65.55,67.6,0.44083091805680397,0
433,put,2020-01-31,1547.5,68.16022880224607,65.8,67.85,69.9,0.31022880224607263,0
434,put,2020-01-31,1550.0,70.35490199778455,68.2,70.25,72.3,0.10490199778455178,0
435,put,2020-01-31,1552.5,72.66989195197934,70.0,72.4,74.8,0.26989195197933213,0
436,put,2020-01-31,1555.0,74.98551986847907,72.8,74.85,76.9,0.13551986847907926,0
437,put,2020-01-31,1557.5,77.30192833058656,75.2,77.2,79.2,0.10192833058655992,0
438,put,2020-01-31,1560.0,79.6192754249392,77.5,79.5,81.5,0.11927542493920384,0
439,put,2020-01-31,1562.5,81.93777350028256,79.9,81.95,84.0,0.012226499717442607,0
440,put,2020-01-31,1565.0,84.25783982482841,82.2,84.25,86.3,0.007839824828408837,0
441,put,2020-01-31,1567.5,86.58008580361403,84.3,86.75,89.2,0.1699141963859745,0
442,put,2020-01-31,1570.0,88.9053145385516,87.0,89.05,91.1,0.14468546144840388,0
443,put,2020-01-31,1572.5,91.24884729618148,89.3,91.44999999999999,93.6,0.20115270381850792,0
444,put,2020-01-31,1575.0,93.6630192083525,91.5,93.95,96.4,0.2869807916475082,0
445,put,2020-01-31,1577.5,96.07804839717824,94.2,96.30000000000001,98.4,0.2219516028217754,0
446,put,2020-01-31,1580.0,98.49407491527427,96.6,98.69999999999999,100.8,0.20592508472572035,0
447,put,2020-01-31,1582.5,100.91137633115027,98.8,101.1,103.4,0.18862366884972914,0
448,put,2020-01-31,1585.0,103.33028707558503,101.4,103.55000000000001,105.7,0.2197129244149778,0
449,put,2020-01-31,1587.5,105.75120367330409,103.8,105.8,107.8,0.048796326695907055,0
450,put,2020-01-31,1590.0,108.1745546014202,106.2,108.25,110.3,0.07544539857980226,0
451,put,2020-01-31,1592.5,110.60094596372947,108.6,110.8,113.0,0.19905403627052465,0
452,put,2020-01-31,1595.0,113.03696498809839,110.3,112.69999999999999,115.1,0.33696498809840136,0
453,put,2020-01-31,1597.5,115.50322224660113,113.5,115.75,118.0,0.24677775339887376,0
454,put,2020-01-31,1600.0,117.97014127127588,115.5,117.85,120.2,0.12014127127588381,0
455,put,2020-01-31,1602.5,120.43793149002084,118.2,120.45,122.7,0.012068509979158648,0
456,put,2020-01-31,1605.0,122.90686383433483,120.5,122.8,125.1,0.10686383433483115,0
457,put,2020-01-31,1607.5,125.37728090826256,123.3,125.55,127.8,0.17271909173743438,0
458,put,2020-01-31,1610.0,127.84973864725642,125.3,127.55000000000001,129.8,0.29973864725640453,0
459,put,2020-01-31,1612.5,130.32505985507143,128.2,130.45,132.7,0.12494014492855854,0
460,put,2020-01-31,1615.0,132.804429169834,130.2,132.55,134.9,0.25442916983399755,0
461,put,2020-01-31,1617.5,135.29104878206104,132.5,134.95,137.4,0.34104878206105127,0
462,put,2020-01-31,1620.0,137.78647778154766,135.4,137.75,140.1,0.036477781547660015,0
463,put,2020-01-31,1622.5,140.2819702251919,137.6,140.1,142.6,0.1819702251919182,0
464,put,2020-01-31,1625.0,142.77753832259683,140.1,142.45,144.8,0.3275383225968369,0
465,put,2020-01-31,1627.5,145.27319589174996,142.9,145.2,147.5,0.07319589174997532,0
466,put,2020-01-31,1630.0,147.76899039822797,145.0,147.4,149.8,0.36899039822796453,0
467,put,2020-01-31,1632.5,150.26496717127677,147.4,149.7,152.0,0.564967171276777,0
468,put,2020-01-31,1635.0,152.76120685863881,150.3,152.5,154.7,0.26120685863881477,0
469,put,2020-01-31,1637.5,155.25782936845323,152.6,154.89999999999998,157.2,0.3578293684532525,0
470,put,2020-01-31,1640.0,157.75528364123147,155.2,157.55,159.9,0.20528364123146048,0
471,put,2020-01-31,1642.5,160.2541096191877,157.4,159.9,162.4,0.3541096191876818,0
472,put,2020-01-31,1645.0,162.7531451429306,159.9,162.15,164.4,0.6031451429306003,0
473,put,2020-01-31,1647.5,165.25255625700493,162.7,164.89999999999998,167.1,0.35255625700494875,0
474,put,2020-01-31,1650.0,167.75216697155474,164.7,167.14999999999998,169.6,0.602166971554766,0
475,put,2020-01-31,1652.5,170.2517871642678,167.3,169.7,172.1,0.5517871642678074,0
476,put,2020-01-31,1655.0,172.75142156034008,170.1,172.45,174.8,0.3014215603400885,0
477,put,2020-01-31,1657.5,175.25107562146917,172.3,174.7,177.1,0.551075621469181,0
478,put,2020-01-31,1660.0,177.75075860764724,174.8,177.3,179.8,0.45075860764723075,0
479,put,2020-01-31,1662.5,180.25051366695763,177.3,179.65,182.0,0.6005136669576245,0
480,put,2020-01-31,1665.0,182.7503934630715,180.1,182.3,184.5,0.4503934630714923,0
481,put,2020-01-31,1667.5,185.2502881655686,182.6,184.8,187.0,0.45028816556859397,0
482,put,2020-01-31,1670.0,187.75020322019762,184.5,187.0,189.5,0.7502032201976192,0
483,put,2020-01-31,1672.5,190.25015420837593,187.3,189.65,192.0,0.6001542083759261,0
484,put,2020-01-31,1675.0,192.75012805549324,189.7,192.2,194.7,0.5501280554932464,0
485,put,2020-01-31,1677.5,195.25010277139273,192.2,194.7,197.2,0.5501027713927442,0
486,put,2020-01-31,1680.0,197.75007868143746,194.7,197.2,199.7,0.5500786814374692,0
487,put,2020-01-31,1682.5,200.2500563622131,197.2,199.6,202.0,0.6500563622130926,0
488,put,2020-02-07,950.0,5.198694699388154e-13,0.0,0.2,0.4,0.19999999999948015,0
489,put,2020-02-07,960.0,1.0868604593677315e-12,0.0,0.2,0.4,0.19999999999891316,0
490,put,2020-02-07,970.0,3.695878683108039e-12,0.0,0.2,0.4,0.19999999999630413,0
491,put,2020-02-07,980.0,9.020952907177167e-12,0.0,0.2,0.4,0.19999999999097906,0
492,put,2020-02-07,990.0,2.1812903059865092e-11,0.0,0.2,0.4,0.1999999999781871,0
493,put,2020-02-07,1000.0,6.786412060496716e-11,0.0,0.2,0.4,0.19999999993213588,0
494,put,2020-02-07,1150.0,1.6577515847065957e-05,0.05,0.275,0.5,0.274983422484153,-0.04998342248415294
495,put,2020-02-07,1160.0,3.25123139880663e-05,0.0,0.275,0.55,0.274967487686012,0
496,put,2020-02-07,1170.0,6.01360129079997e-05,0.0,0.3,0.6,0.299939863987092,0
497,put,2020-02-07,1180.0,0.00013000661094597144,0.0,0.325,0.65,0.32486999338905403,0
498,put,2020-02-07,1190.0,0.00019989138448102075,0.0,0.35,0.7,0.34980010861551897,0
499,put,2020-02-07,1200.0,0.00047410876502405994,0.1,0.425,0.75,0.4245258912349759,-0.09952589123497595
500,put,2020-02-07,1205.0,0.0006142919641774234,0.0,0.375,0.75,0.37438570803582255,0
501,put,2020-02-07,1210.0,0.0007544897329869767,0.05,0.4,0.75,0.39924551026701305,-0.04924551026701303
502,put,2020-02-07,1215.0,0.0010630296873369708,0.1,0.475,0.85,0.473936970312663,-0.09893697031266303
503,put,2020-02-07,1220.0,0.0015772409461597915,0.1,0.475,0.85,0.4734227590538402,-0.09842275905384021
504,put,2020-02-07,1225.0,0.002091461827212637,0.1,0.5,0.9,0.49790853817278735,-0.09790853817278737
505,put,2020-02-07,1230.0,0.002605721246888731,0.15,0.5499999999999999,0.95,0.5473942787531112,-0.14739427875311126
506,put,2020-02-07,1235.0,0.00312016035346953,0.2,0.6,1.0,0.5968798396465305,-0.19687983964653047
507,put,2020-02-07,1240.0,0.0047928911417249465,0.25,0.65,1.05,0.645207108858275,-0.24520710885827504
508,put,2020-02-07,1245.0,0.00651598822952084,0.25,0.675,1.1,0.6684840117704792,-0.24348401177047915
509,put,2020-02-07,1250.0,0.008239163351411987,0.35,0.75,1.15,0.741760836648588,-0.341760836648588
510,put,2020-02-07,1255.0,0.009962586955366642,0.35,0.7749999999999999,1.2,0.7650374130446332,-0.3400374130446333
511,put,2020-02-07,1260.0,0.013342287759548615,0.5,0.875,1.25,0.8616577122404514,-0.4866577122404514
512,put,2020-02-07,1265.0,0.018613773827504183,0.5,0.9,1.3,0.8813862261724958,-0.4813862261724958
513,put,2020-02-07,1270.0,0.02388539947079247,0.55,0.975,1.4,0.9511146005292075,-0.5261146005292076
514,put,2020-02-07,1275.0,0.02915754701528993,0.65,1.075,1.5,1.0458424529847101,-0.6208424529847101
515,put,2020-02-07,1280.0,0.034432057665961795,0.75,1.175,1.6,1.1405679423340382,-0.7155679423340382
516,put,2020-02-07,1285.0,0.04891765212355306,0.85,1.275,1.7,1.2260823478764469,-0.8010823478764469
517,put,2020-02-07,1290.0,0.06363965898433402,0.85,1.325,1.8,1.261360341015666,-0.786360341015666
518,put,2020-02-07,1295.0,0.0783624771566063,1.0,1.5,2.0,1.4216375228433937,-0.9216375228433937
519,put,2020-02-07,1300.0,0.09308839257085907,1.15,1.5,1.85,1.406911607429141,-1.056911607429141
520,put,2020-02-07,1302.5,0.10045633806828856,1.2,1.7000000000000002,2.2,1.5995436619317116,-1.0995436619317114
521,put,2020-02-07,1305.0,0.1188488248923696,1.25,1.775,2.3,1.6561511751076303,-1.1311511751076304
522,put,2020-02-07,1307.5,0.13762152639334432,1.35,1.825,2.3,1.6873784736066557,-1.2123784736066558
523,put,2020-02-07,1310.0,0.15639445347727698,1.45,1.9249999999999998,2.4,1.7686055465227228,-1.293605546522723
524,put,2020-02-07,1312.5,0.17516775851015318,1.45,2.025,2.6,1.8498322414898467,-1.2748322414898468
525,put,2020-02-07,1315.0,0.19394157045584115,1.65,1.9749999999999999,2.3,1.7810584295441587,-1.4560584295441588
526,put,2020-02-07,1317.5,0.21271634848420762,1.65,2.2,2.75,1.9872836515157926,-1.4372836515157923
527,put,2020-02-07,1320.0,0.23149378388451705,1.75,2.325,2.9,2.093506216115483,-1.518506216115483
528,put,2020-02-07,1322.5,0.25027450320458516,1.95,2.225,2.5,1.9747254967954149,-1.6997254967954147
529,put,2020-02-07,1325.0,0.26906771198720053,2.0,2.275,2.55,2.0059322880127994,-1.7309322880127995
530,put,2020-02-07,1327.5,0.3124158573002149,2.1,2.4000000000000004,2.7,2.0875841426997854,-1.7875841426997852
531,put,2020-02-07,1330.0,0.3561804796414136,2.25,2.475,2.7,2.1188195203585867,-1.8938195203585864
532,put,2020-02-07,1332.5,0.3999457337822464,2.35,2.625,2.9,2.2250542662177537,-1.9500542662177538
533,put,2020-02-07,1335.0,0.4437122614297549,2.5,2.8,3.1,2.356287738570245,-2.056287738570245
534,put,2020-02-07,1337.5,0.4874802257890424,2.65,2.875,3.1,2.3875197742109577,-2.1625197742109576
535,put,2020-02-07,1340.0,0.5312509804449033,2.75,3.075,3.4,2.543749019555097,-2.218749019555097
536,put,2020-02-07,1342.5,0.575028619007482,2.85,3.175,3.5,2.5999713809925176,-2.2749713809925183
537,put,2020-02-07,1345.0,0.6188154731851588,2.95,3.325,3.7,2.7061845268148415,-2.3311845268148415
538,put,2020-02-07,1347.5,0.6626346064336156,3.2,3.55,3.9,2.8873653935663843,-2.5373653935663847
539,put,2020-02-07,1350.0,0.7560405438537965,3.4,3.7,4.0,2.943959456146204,-2.643959456146203
540,put,2020-02-07,1352.5,0.8494472693364443,3.5,3.85,4.2,3.0005527306635558,-2.6505527306635557
541,put,2020-02-07,1355.0,0.9428567315256933,3.8,4.1,4.4,3.1571432684743064,-2.8571432684743066
542,put,2020-02-07,1357.5,1.036268684713798,3.8,4.25,4.7,3.2137313152862017,-2.7637313152862015
543,put,2020-02-07,1360.0,1.129685107978794,4.1,4.449999999999999,4.8,3.320314892021205,-2.9703148920212055
544,put,2020-02-07,1362.5,1.2231082972774268,4.1,4.65,5.2,3.426891702722574,-2.876891702722573
545,put,2020-02-07,1365.0,1.3165484789423718,4.6,4.949999999999999,5.3,3.6334515210576273,-3.2834515210576276
546,put,2020-02-07,1367.5,1.4100119452236597,4.2,5.0,5.8,3.5899880547763403,-2.7899880547763405
547,put,2020-02-07,1370.0,1.5050401159655102,5.1,5.449999999999999,5.8,3.944959884034489,-3.5949598840344894
548,put,2020-02-07,1372.5,1.6878856800534843,4.7,5.5,6.3,3.8121143199465157,-3.012114319946516
549,put,2020-02-07,1375.0,1.8707354717492606,5.7,6.050000000000001,6.4,4.17926452825074,-3.8292645282507394
550,put,2020-02-07,1377.5,2.053590003190411,5.3,6.05,6.8,3.996409996809589,-3.246409996809589
551,put,2020-02-07,1380.0,2.236451576696501,6.4,6.75,7.1,4.513548423303499,-4.163548423303499
552,put,2020-02-07,1382.5,2.419324146416578,5.9,6.7,7.5,4.280675853583422,-3.4806758535834224
553,put,2020-02-07,1385.0,2.60221321128624,6.3,7.15,8.0,4.54778678871376,-3.69778678871376
554,put,2020-02-07,1387.5,2.7851404109402607,6.7,7.449999999999999,8.2,4.664859589059739,-3.9148595890597395
555,put,2020-02-07,1390.0,2.9681225492632537,7.8,8.15,8.5,5.181877450736747,-4.831877450736746
